stemmed_tweet,label
ah jadi emo anjir ga asa udah mau jadi mahasiswa aja agak cemas takut bayangin depan kek gimana lingkung yg bener2 baru orang2 bagai daerah moga gue ngejalaninnya,fear
sahabat semua terimakasih atas dukung fariz putra winarni dua hari sdh kumpul rp 90 jt lebih fariz sengaja foto ganteng sore utk sampai terimakasihnya ayo terus bersonasi lewat,happy
gua cuma fokus ngeliatin iya sayang iya iya i love you too udah jangan ketawa terus usah malu malu gitu kamu emang cantik,love
duwe dulur jorok nemen uripe anjg,disgust
gw abis kelar nonton drama ga nyangka kisah cinta anak sma berat hdhhh,shock
inti kamu yakin dgn semua seleksi yg kamu lalu igtt masih seleksi alam yg ga duga uji kita ga tau sulit mudah,sadness
heads up warpaint 2016 nah bandnya si mbak t tadi ga kalah kece walopun lagu2nya lebih ngepop lebih mainstream yg belum tp gak bikin kece mbak2 luntur w suka banget so good whiteout sm the stall,happy
mokondo byk ngatur gajelas jorok bau pelit sama close minded,disgust
ga nyangka besok udah februari aja,shock
sini tempat tumpah kasih sayang orang ibu masakan percaya tiada masakan yg paling sedap atas dunia ni masakan air tangan orang ibu siapa tuju,love
yakin sesuatu nanti lepas banyak sabar kau jalan akan buat terpana hingga kau lupa pedih rasa sakit ali bin abi thalib,happy
astaga turut duka shei jangan terlalu berlarutlarut sedih,shock
sulit tetap calon wapresnya jokowi pilpres 2019 salah satu sebab gemuk partai koalisi usung tahana sikap kehatihatian tidak yang luka partai usung tetap jaga pilpres2019 pilpres jokowi parpol,fear
jila nang 8 jam tp 5 jam nya jalan soal kudu naik kereta kesini kalo shaqil yg bongkar peti mati gw nyembunyiin hp draft au jorok gw,disgust
kalo gue blm punya apa2 padahal gue ken bawa cewek gue jenjang yg lebih lanjut lebih serius jelas gue minder takut gabisa penuh butuh cara materi ini yg bikin gue takut buat meni endingnya,fear
hati aku nanti serah hati tanda tulus cinta,love
cinta erti apa tak ungkap rasa jelas karna cinta bukan wajah nan rupawan cinta tentang buah erti,love
emak kate emak kate perhati banget sama anakanaknya tegas banget emakku sering nongol di grup semangat terus mak sehat terus aku sayang emak,love
g ikut ospek jurus berkah brwl dr krn g ikut ospek krn skit hoream jd kenal deket btw doi org yg bkn jdi semngt kuliah doi orgnya pinter juang sngad atlet model duta hits pd inti jauh w sm aing yg tdr ml wkwk ily qam trs smngtt,love
ga nyangka januari panas langsung ngegass sampe engap asa banget dibolakbalik pikir hati fisik gpp biar latih hadap kejutan2 depan,shock
mas bingung guetakut ga dapet tiket kalo make jastip takutt tambah gede trs takut kena tipu,fear
selamat siang sahabat pos mohon maaf baru balas kirim tsb terima sahabat terima kasih percaya guna layan fd,happy
bucin loving with my whole heart cemburu bahahaha suka protes ngambekan suka peluk peluk sama cium cium xoxo kangen banget chat aja kangen,love
astaga cakep bgt istri orang,shock
1minggu bapak tinggal sedikit buat bapak marah sesal blm sempat minta maaf bapak tinggal,sadness
ah mudik kok larang lewat toll dasar tolloll kalau lewat ngutang wajar bayar kok bong lagi kalau kaga lewat tiap pintu toll kasih dah tulis toll khusus cebong kacung kita baru sadar,anger
gua nonton azab di indosiar tetiba gua jadi takut nikah gila sih asal tuh per utama cowok shoolih banget terus ubah jadi tukang maksiat,fear
astaga aska aurat pake beha sama kancut doang elus dada,shock
terus kalo bikin status nyindir orang ga salah lu ngerasa sindir biasa aku ngomong dl orang baru bikin status biar tambah ngerti orang aku mah ga suka nyindir orang yg ga perlu da misal kek gin,anger
wah mikir jorok nih ash,disgust
kalo pikir pikir gua punya temen homo banyak gapunya temen lesbi entah bkn nya ga respect sama yg lesbi gua waswas aja jangan sama yg blak2an lesbi sama cewek yg jomblo umur hidup aja gua takut suka sama cewek,fear
selalu sinis tegur kumpul bapakbapak kelas doktoral kalau jokes sexual arah harassment or abuse really gak korelasi deh sekolah tinggi sama perilaku,anger
jadi pimpin gubernur pikir mateng2 cipta kerja kembang tong sampah buat indonesia anti bocor lain2 di beli butuh dalem negeri bukan beli impor tong sampah,anger
mimpi absurd semalem nongkrong depan toko apa tauk makan martabak beneran duduk nongkrong mksdnya tibatiba disamperin dian sastrodia minta martabak terus ikut nongkrong ngobrol mungkin gw lupa doa bom tidur,happy
benar orang yang kata profesor gak jawab jadi bagak congkak sok lempar jawab yang untuk jawab,anger
amin punten pa issu miring kait rencana temu buka bareng dgn kuwukuwu rtrw camat ciwaringin sore tempat rumah bos buah depan rs sumberwaras,fear
tl gue bau banget,disgust
happy anniversary 15 bulan sayang moga allah swt asih rezeki yg banyak biar bisa cepat naik pelamin jadi keluarga sakinah mawadah warohmah,love
akibat nda uang yg tak nampakorangpun cuek pura2 nda kenal jangan manusia iblis nda mau liat kamu banyak sifat manusia lebih iblis serakah rakus jadi selalu lah diam tenang tak nilai uang nasehat,sadness
mau nonton tp deg2an takut ga sama kaya imajinasi waktu baca,fear
acha lucu kamu pegang gak mau gendong gak mau dipaksain gendong 2x nang diem nang diem terus gilir ajak selfie kali kali ujung ujung nyium pipi kaget loh ante cha kamu maen sosor aja,happy
hhh sampe sekarang pikir sm mahasiswa yg suicide skripsi pressure orang takut kalo gue nanti kayak gt mikirin skripsi udh stress bgt tambah pressure orang orang dekat nanyain kapan lulus takut ntar pas gue skripsi,fear
oldmoneygakngerasain mau browsing aja pake paket internet kuota 10 mb per hari sinyal maksimum edge pun hantu rasa khawatir lewat batas kuota pulsa reguler takut sedot,fear
2 minggu asa rahasia kabar lewat angin cemas utus rindu buat temu kamar 2017 smith sajak poem hujan senja rindu temu,sadness
lulus sma papa sedikit memaksamh jadi dokter insinyur tahu seluruh paksa laku papa semata mata karena pikir masa depan tapi papa senyum dukung pilih tdk sesuai dgn papa,love
baca aku jadi takut padahal pakai seharihari udah syar kerudung tutup dada selalu pakai rok,fear
hati yg sakit rasa sakit buat oranglain sungguh sedang sakit diri sendiri karena besar marah besar ego besar kecendrungan salah orang,sadness
wah sudah terlalu gaes mosok anak2 bawa bawa politik ga jelas malah cenderung ujar benci fitnah mohon ceck dong,anger
astaga allah astaghfirullahaladzim allahuakbar gepeng wnd br aker,shock
nih anak jorok bngt monyet,disgust
hari hari chatting chatting obrol makin pendek balas makin lambat hingga kamu hilang tak kabar akhir jadi orang asing,sadness
besok besok gua mau sod jorok jawab ya,disgust
astaga tuhan sehat,shock
suatu nanti kalo aku noleh belakang inget masa sekarang aku bakal senyum bilang dalem hati aku ga hilang apa yg hilang orang paling sayang sama dia,happy
katak tempurung percaya tinggi hegemoni ilmu sains teknologi solusi pragmatis apolitis agam masalah indonesia suatu bentuk dogma sila google scientism sila google arogansi alumni itb eh,sadness
lu tuh tau gas yaallah lu cuma buat tempel doang nyusahin bgt si astaga,shock
cinta rezeki cinta orang kita cinta rezeki indah sedikit rasa cinta insan itu cukup bahagia pasti besar kan cinta cipta insan,love
suatu akan jadi tdk tindak aparat paksa laku tendang bebas,anger
iya saling kuat sih penting mino harus cerita aja member lain biar ngga beban sendiri,sadness
okay makin kesini makin yakin segera pindah kata2 jadi nyata bahaya nih bener2 perhatiin sama omong takut jadi,fear
nkri gundul wong diri bangsa jelas2 tentang israel kok lu mmbela israel dsar kaum2 munafik mending baca ni biar gk dungu,anger
agak sedih telinga abis pukul cenat cenut sekarang pusing alhamdulillah batu ga jadi lempar ken sehat besok2 tuhan,sadness
dulu pernah depresi sering hina orang dekat suka dibully broken home minder punya hasrat sexual lewat gak nyalurin takut dosa kayak aja biasa aja serius gak arah hidup,fear
ubah biasa orang yg kurang baik berat mesti dikuatkuatin kalo ga berubah2 yaudahlah nyerah aja mungkin emg gabisa rubah,sadness
astaga toh arti,shock
astaga bulan feb rangin,shock
astaga junho aku ga nyangka looh kamu pernah dating diemdiem,shock
tadi tiba2 doa allah kalo emang bukan buat akuga baik buat aku tunjuk malam juga ga sampe 2 jam udah jawab sama allah mashaallah alhamdulillah,happy
iya nee gimana hadiah hadeh lama bingitt,anger
this legit gave me a good laugh nemu video miring kayak gin mana sih astaga,shock
otak koruptor jelas mungkin berfikir koruptor itu adalah orang yg gila harta mana orang gila berfikir positif,anger
astaga ngeri siapa tuh bg,shock
aaaaak suka banget feel habis nonton sama kayak the greatest showman ikut nyanyi pas dancing queen mamma mia dancing queen yg jauuuuh lebih asik drpd yg versi meryl streep film pertama hehe rasa mau balik nonton,happy
goyang si cowok asyik banget sumpah gue suka lihat goyang,happy
ga nyangka,shock
makan sama bincang orang sayang asa nikmat by me taichangoreng,happy
ohh takut masalah soal takut denda yg karena rasa tidak tauanhahahahasatu untuk pph cabang tetap lapor dgn npwp cabang kan ppn yg pusat benar kan pph nya tetap lapor dgn npwp cab,fear
gue gak nyangka ada yg kangen,shock
nih manusia tibatiba nyita perhati gara2 kira orang kalem nyata allahu bobrok banget tambah bobrok tambah cinta huhu bucin bgt sori,love
sy gk ngomong toket sy ngomong tonet kalo jorok toket paham gk sih km toket kalo yg sy bilang atas tuh gk jorok yg jorok toket paham kn kmu toket toket,disgust
astaga kalo gitu kasih ongkir aja minum,shock
leceh bukti pancasilais monggo kerja bukti pancasila mu yg percaya polisi tangkep ni org,anger
anjrittt rem sendiri td pas pulng kantor krna jarak kantor rumah naik motor kuranglebih 50menitan dri pd ngantuk suka nya ngomong sendiri sok2an lg ngobrol sama siapa gtu jng bilang gila obat ngantuk nyetir nah tema hari comeback ftisland,fear
aku bahagia sama pisces cinta tulus cinta apa ada hanya pisces ku tak lepas apa jadi bahkan dulu ku sebut bodoh aku rela hahaha memang cinta buat buta,love
dulu nampak orang lelaki lurus innocent baik aku dah tipu habis dah buta asa cinta sayang dekat,sadness
part yg paling bikin bengong shock ga nyangka sampe punya trust issue seriesnya,shock
sudah lama tidakngumpul hahaha tapi jadwal nih kendala p,sadness
apasih kok soktau hidup org bgt astaga,shock
astaga wkwkw lebih kentel sundanya drpd bataknyaa,shock
hmmm mungkin neng kalo kasih kado kalo buat inget aja tanggal lahir anniv wes bahagia rasane pekaitupenting,happy
mas ga nyangka bener2 milih indo buat mv,shock
layar aman selamat tertib nyaman pasti repost mudikbarengguyubrukun2018 kawulamoda lebaran2018,happy
hanya persepsi dlm didik smoga sy bukan masuk dlm ortu didik dg pukul anak depan org banyak tak pernah moga,fear
benar yg langgar bawaslu lawan politik nya apa beliau ah lah makin terjun aja tuh image beliau d masyarakat,anger
ih ngomong jorok w slepet yh u,disgust
aamiin allah mas racap siapa astaga hahahaha btw terima kasih yaa bang mas,shock
bakar hutan 2017 terus turun drastis banding tahun2 belum berkat tegas pak pecat kapolda pangkodam bakar hutan langsung terus 2019tetapjokowi jokowi2periode jokowimembangunindonesia,happy
q takut d banding2ngin satu yg cz q tau gmn sifat masing2 org d sna klau itu jadi jgn slhkan q klau tak bawa pergi,fear
hai kak luun okayy kak luun aku otw baca makasii banyak udah ngasih tau langsung sini enggak nyangka bakal diingetin sini hehehe sekali makasiii yaa,shock
itu gue sadar kuat emak doa anak emang ken salah satu anak ranah sehat mungkin doa gue lebih manjur drpd beliau jadi gue terima ekonomi tinggal poltekkes bekos gabetah for some reasons,happy
alloh maha baik maha romantis kalo bilang tunggu jangan lah paksa sabar tawakkal sama alloh alloh hendak semua asa bikin merinding saking romantis,love
2 k driver gojek orang stres d tahan pas mau lempar batu kepala gue akhir orang2 pada rame liat ujung2nya bawa lah rt buat lapor nyamperin keluarga beliau d salemba,fear
dri pgi ngerasain sakit perut kirain mau haid udh beli kiranti pas cek malah kaga plis atulah haid skrg aja biar ikut solat ied,fear
mudah2an vonis salah gak yg nang tidur jalan marah jelang larut malam,anger
telusur tangkap ratus duga teroris puluh antara tembak mati hendak tangkap,fear
selamat malam moga hari bisa jadi ajar besok ga laku salah tetap semangat karna tuhan sayang,happy
manusia rakus bunda menteri udah advokat rampok banyak tahu rahasia negara waktu istana sama orba bandit bingit,anger
astaga pangling cantik banget,shock
loe mau blok twiter gw apa lah gw udah gak duli hilang satu gw tumbuh seribuh inget y gw kost sendri kpn yg gw mau gw jadi loe jangan rasa bangga udah blok gw oke byee,anger
ngakak astaga ahahaha judul apa kak,shock
gila aja pake acara ngegosting mandi dulu deh bener jangan lupa pake parfum bau banget badan u,disgust
astaga astaga astaga bside kemarin the reflex sekarang no sympathy,shock
aku malah pernah ketemu kos kalo nyuci piring gapake sabun jorok bgt bahkan pernah ketemu goreng minyak pake sisa jelantah kotor,disgust
murid dulu sanggar tahfiz quran mas keciiiil sekali ngomong terang jelas mau bilang apa waktu aku simak surahsurah juz 29 ehh lancarr kek air keran malu sama diri sndiri,sadness
sentuh pertama langsung buah jadi gol kurang untung apa coba udah sejajar lah sama andy cole shearer berbatov,happy
nanti balas tuhan gitu yha yha sih doa orang yg sakit mujarab asli inti terlalu cinta disakitin apa ia tetep cinta kasi gw jadi,sadness
astaga ketemu sini maaf banget kemarin malah lupa buat follow kamu nancy ken banget kota kobe ken coba daging sapi kob,shock
perempuan cantik cara sendiri perlu puji rasa saing mulai cinta diri sendiri,love
aku gak salah bila mohon pd segera perintah menkes utk tambah ruang khusus sakit jiwa pd stiap rmh sakit sbab tdk tutup mungkin usai pilpres stiap rmh sakit banjir pasien sakit jiwa tanda2 arah sana it,fear
kirain bener abis melototin layar handphone harap dibales suka bikin mata merah merah tahan air mata hazeeek,sadness
hajoon astaga wkwkwk jauh bgt nyasarnya mas,shock
aq lebih takut ama manusia ama setan gk pernah setan manusia kalo manusia setan banyak bahkan seram abis,fear
gin nih klo siluman bukber foto kaga bener uda sono paling lama ditungguin sampe diliatin orang yang pada antre tetep aja anteng ngobrol ketawa ngakak nih teman jastip terbhaiqq,happy
adlh orang orang yg hasil terus buat gagal ngerjain kti gmn engga ngetik baru dapet satu kata yuk foto dulu yuk sial aku goda,sadness
persis adek gw kadang gedeg astaga smp kelas 2 beli nya make up muluuu gilir buku abis beli nya telat ngamukk capek gw kasi sama mak gw yg bayarin paket cod makeup gajelas die,shock
terima kasih udah kerja keras kasih army musik kualitas musik keren musik inspiratif musik sembuh sehat selalu,happy
jadi nomor hangus tdk pakai atau disetting di kartu baru min maap nah min kekeh tanya,anger
singkat cerita sikap die dulunya cool cuek cintad dark pendiem abis marah tb tb ubah jadi caper humble warna karismatik play boy gt malah kl menrut gua pribadi sikopatnya makin liat jelas,fear
lepas munas kahmi kemarin pkmd sempat nikmat kopi kok tong mantab rasa kanda sehat sukses terus kanda barakallah,happy
ira knightleeeeeyy biasa gue ga demen cowo yg diem2 sok cool gitu entah gerak gerik mr darcy kok bikin geli geli gitu hahaha,love
yang jadi orang balas wa status ku begini bang klaim sampe kekgitu kan cuma foto cuma foto dek balas walaupun cuma foto juga hakcipta aku tanya anda karya guna orang tanpa izin asa bagaimana,anger
pake baju apa astaga baju udah abis tp apa aja yg penting tante nita moga mual2 brutal krn lg hemong,disgust
udah buru2 pulang biar nonton the clash of titan eehh rena putus retired cedera otot lengan gimana lagikesehatan adlh yg utama kan ini udah jelas im rooting for maria sharapova rolandgarros18,sadness
hanni ip aja pair astaga lelah kalo mau kolek ber p p,shock
